unique_id,sic_section,sic2007_employee,sic2007_self_employed,sic_ind1,sic_ind2,sic_ind3,sic_ind_code_flag,soc2020_job_title,soc2020_job_description,sic_ind_occ1,sic_ind_occ2,sic_ind_occ3,sic_ind_occ_flag,Not_Codeable,Four_Or_More,SIC_Division,num_answers,All_Clerical_codes,Match_5_digits,Match_3_digits,Match_2_digits,Unambiguous,merged_industry_desc,semantic_search_results
EV042626,H,Transport,-9,,,,,Senior asset engineer,Civil engineer,-9,,,MC,True,False,,0,"['-9', nan, nan]",False,False,False,False,Transport,"[{'title': 'Space transport', 'code': '51220', 'distance': 0.5380474328994751}, {'title': 'Freight air transport', 'code': '51210', 'distance': 0.572314977645874}, {'title': 'Space transport of passengers', 'code': '51220', 'distance': 0.5799860954284668}, {'title': 'Freight rail transport', 'code': '49200', 'distance': 0.5840907096862793}, {'title': 'Space transport of freight', 'code': '51220', 'distance': 0.5877575278282166}, {'title': 'Freight transport by road', 'code': '49410', 'distance': 0.6007758975028992}, {'title': 'Transporter (manufacture)', 'code': '28220', 'distance': 0.6100603342056274}, {'title': 'Transport of freight via rivers', 'code': '50400', 'distance': 0.6354702115058899}, {'title': 'Transport operations arranging or carrying out by road', 'code': '52290', 'distance': 0.6363815069198608}, {'title': 'Transport of passengers via rivers', 'code': '50300', 'distance': 0.6372057199478149}, {'title': 'Transport of freight via ports', 'code': '50400', 'distance': 0.6381573677062988}, {'title': 'Transport operations arranging or carrying out by air', 'code': '52290', 'distance': 0.6541495323181152}, {'title': 'Transport of passengers via ports', 'code': '50300', 'distance': 0.6604929566383362}, {'title': 'Transport operations arranging or carrying out by sea', 'code': '52290', 'distance': 0.6946868300437927}, {'title': 'Freight transport by inter-urban railways', 'code': '49200', 'distance': 0.6972929239273071}, {'title': 'Freight transport operation by road', 'code': '49410', 'distance': 0.7030957937240601}, {'title': 'Freight transport by man-drawn vehicles', 'code': '49410', 'distance': 0.7055274248123169}, {'title': 'Inland water transport (freight)', 'code': '50400', 'distance': 0.7212021946907043}, {'title': 'Transport of passengers over water (except for inland waterway service)', 'code': '50100', 'distance': 0.7348426580429077}, {'title': 'Civil engineering contractor', 'code': '42990', 'distance': 0.7423431277275085}, {'title': 'Freight transport by animal-drawn vehicles', 'code': '49410', 'distance': 0.7462803721427917}, {'title': 'Consultant civil or structural engineer', 'code': '71129', 'distance': 0.7481669187545776}, {'title': 'Consultant engineer (civil or structural)', 'code': '71129', 'distance': 0.7920324206352234}, {'title': 'Consultant engineer (other than civil or structural)', 'code': '71121', 'distance': 0.8311326503753662}, {'title': ""Engineers' draughtsman"", 'code': '71121', 'distance': 0.8326061367988586}, {'title': 'Institute of Civil Engineers', 'code': '94120', 'distance': 0.8467791080474854}, {'title': 'Transporter (manufacture)', 'code': '28220', 'distance': 0.8477543592453003}, {'title': 'Head office of transport company', 'code': '70100', 'distance': 0.8972780704498291}, {'title': 'Civil engineering construction', 'code': '42990', 'distance': 0.9152669906616211}, {'title': 'Transport insurance', 'code': '65120', 'distance': 0.927227258682251}, {'title': 'Holding company in transport sector', 'code': '64209', 'distance': 0.9276665449142456}, {'title': 'Reinforced concrete engineer (civil engineering)', 'code': '43999', 'distance': 0.9409384727478027}, {'title': 'Design consultant for civil and structural engineering', 'code': '71129', 'distance': 0.9410544633865356}, {'title': 'Consultant civil or structural engineer', 'code': '71129', 'distance': 0.9427250027656555}, {'title': 'Local authority civil engineering department', 'code': '42990', 'distance': 0.9562188386917114}, {'title': 'Railway agent (not transport authority)', 'code': '52290', 'distance': 0.9608467817306519}, {'title': 'Consultant engineer (civil or structural)', 'code': '71129', 'distance': 0.9643251895904541}, {'title': 'Consultant engineer (other than civil or structural)', 'code': '71121', 'distance': 0.9646674394607544}, {'title': 'Transporter (manufacture)', 'code': '28220', 'distance': 0.9692094326019287}, {'title': 'Engineering design activities for the construction of civil engineering works', 'code': '71129', 'distance': 0.9702097773551941}, {'title': 'Institute of Mechanical Engineers', 'code': '94120', 'distance': 0.9728801846504211}, {'title': 'Road haulage contractor', 'code': '49410', 'distance': 0.975056529045105}, {'title': 'Engineering associations', 'code': '94120', 'distance': 0.9757405519485474}, {'title': 'Road haulage contractor', 'code': '49410', 'distance': 0.9777528643608093}, {'title': 'Railway agent (not transport authority)', 'code': '52290', 'distance': 0.9818373322486877}, {'title': 'Process engineering contractor', 'code': '71129', 'distance': 0.9832179546356201}, {'title': 'Freight transport by man-drawn vehicles', 'code': '49410', 'distance': 0.9935976266860962}, {'title': 'General engineering (manufacture)', 'code': '25620', 'distance': 1.0052679777145386}, {'title': ""Engineers' draughtsman"", 'code': '71121', 'distance': 1.0055756568908691}, {'title': 'Freight contractor', 'code': '52290', 'distance': 1.00742769241333}, {'title': 'Institute of Mechanical Engineers', 'code': '94120', 'distance': 1.01030433177948}, {'title': 'Transport services administration and regulation (public sector)', 'code': '84130', 'distance': 1.0103236436843872}, {'title': 'Head office of transport company', 'code': '70100', 'distance': 1.0106539726257324}, {'title': 'Goods agent (not transport authority)', 'code': '52290', 'distance': 1.0128118991851807}, {'title': 'Local authority transport department', 'code': '49319', 'distance': 1.0226492881774902}, {'title': 'Freight rail transport', 'code': '49200', 'distance': 1.0239825248718262}, {'title': 'Manufacture of other transport equipment nec', 'code': '30990', 'distance': 1.024430274963379}, {'title': 'Freight broker', 'code': '52290', 'distance': 1.027726411819458}, {'title': 'Freight contractor', 'code': '52290', 'distance': 1.044000506401062}, {'title': 'Engineering associations', 'code': '94120', 'distance': 1.0459163188934326}]"
EV038870,P,Secondary education,-9,,,,,Head of languages at a secondary school,Lead and manage the running of a department of 8 people to ensure the consistent delievery of a challenging and ambitious curriculum to secondary school children,85310,,,MC,False,False,85.0,1,"['85310', nan, nan]",True,False,False,True,Secondary education,"[{'title': 'Secondary level education', 'code': '85310', 'distance': 0.27214860916137695}, {'title': 'Secondary schools', 'code': '85310', 'distance': 0.3210645914077759}, {'title': 'Primary education', 'code': '85200', 'distance': 0.3885687291622162}, {'title': 'General secondary education', 'code': '85310', 'distance': 0.4957204759120941}, {'title': 'School of languages', 'code': '85410', 'distance': 0.5216878056526184}, {'title': 'Secondary modern schools', 'code': '85310', 'distance': 0.5912805795669556}, {'title': 'Primary schools', 'code': '85200', 'distance': 0.6801987886428833}, {'title': 'Primary and pre-primary education', 'code': '85200', 'distance': 0.7049049139022827}, {'title': 'Technical and vocational secondary education', 'code': '85320', 'distance': 0.7082496285438538}, {'title': 'Post-secondary non-tertiary education', 'code': '85410', 'distance': 0.7620550990104675}, {'title': 'Pre-primary education', 'code': '85100', 'distance': 0.7748365998268127}, {'title': 'School of languages', 'code': '85410', 'distance': 0.7966814637184143}, {'title': 'School of languages', 'code': '85410', 'distance': 0.8102705478668213}, {'title': 'Educational association', 'code': '94120', 'distance': 0.8134649991989136}, {'title': 'Construction of primary, secondary and other schools', 'code': '41201', 'distance': 0.8203680515289307}, {'title': 'Secondary level education', 'code': '85310', 'distance': 0.8429682850837708}, {'title': 'Secondary level education', 'code': '85310', 'distance': 0.8610544800758362}, {'title': 'Secondary level education', 'code': '85310', 'distance': 0.8635178208351135}, {'title': 'Primary education', 'code': '85200', 'distance': 0.86653733253479}, {'title': 'Other education nec', 'code': '85590', 'distance': 0.8870825171470642}, {'title': 'Primary education', 'code': '85200', 'distance': 0.8884985446929932}, {'title': 'Primary, secondary and other schools construction', 'code': '41201', 'distance': 0.9015666246414185}, {'title': 'Special schools at secondary level', 'code': '85310', 'distance': 0.9033962488174438}, {'title': 'Public schools', 'code': '85310', 'distance': 0.9066965579986572}, {'title': 'Comprehensive schools', 'code': '85310', 'distance': 0.9071386456489563}, {'title': 'Post-secondary non-tertiary vocational education', 'code': '85410', 'distance': 0.9121721386909485}, {'title': 'Performing arts schools providing tertiary education', 'code': '85421', 'distance': 0.9202019572257996}, {'title': 'Tertiary college', 'code': '85320', 'distance': 0.9255653023719788}, {'title': 'Primary education', 'code': '85200', 'distance': 0.9285264015197754}, {'title': 'Secondary schools', 'code': '85310', 'distance': 0.9377482533454895}, {'title': 'Secondary schools', 'code': '85310', 'distance': 0.9560026526451111}, {'title': 'Secondary schools', 'code': '85310', 'distance': 0.9783262014389038}, {'title': 'Primary and pre-primary education', 'code': '85200', 'distance': 0.9826053380966187}, {'title': 'Primary and pre-primary education', 'code': '85200', 'distance': 0.9838308095932007}, {'title': 'Educational services administration (public sector)', 'code': '84120', 'distance': 0.9988940954208374}, {'title': 'Language instruction and conversational skills instruction', 'code': '85590', 'distance': 1.0074846744537354}, {'title': 'Grammar schools', 'code': '85310', 'distance': 1.0088789463043213}, {'title': 'Construction of primary, secondary and other schools', 'code': '41201', 'distance': 1.0108997821807861}, {'title': 'Construction of primary, secondary and other schools', 'code': '41201', 'distance': 1.0164393186569214}, {'title': 'Educational services administration (public sector)', 'code': '84120', 'distance': 1.0181772708892822}, {'title': 'Languages research and experimental development', 'code': '72200', 'distance': 1.0289288759231567}, {'title': 'Primary schools', 'code': '85200', 'distance': 1.0290011167526245}, {'title': 'Primary schools', 'code': '85200', 'distance': 1.0463380813598633}, {'title': 'Pre-primary education', 'code': '85100', 'distance': 1.0467462539672852}, {'title': 'Cultural education', 'code': '85520', 'distance': 1.0481560230255127}, {'title': 'Public administration of education programmes', 'code': '84120', 'distance': 1.0483664274215698}, {'title': 'Public administration of education programmes', 'code': '84120', 'distance': 1.0487051010131836}, {'title': 'General secondary education', 'code': '85310', 'distance': 1.0531072616577148}, {'title': 'Pre-primary education', 'code': '85100', 'distance': 1.05645751953125}, {'title': 'Construction of primary, secondary and other schools', 'code': '41201', 'distance': 1.08171808719635}, {'title': 'General secondary education', 'code': '85310', 'distance': 1.08473539352417}, {'title': 'Special schools at secondary level', 'code': '85310', 'distance': 1.0917192697525024}, {'title': 'Secondary modern schools', 'code': '85310', 'distance': 1.0949407815933228}, {'title': 'Primary and pre-primary education', 'code': '85200', 'distance': 1.0957695245742798}, {'title': 'Primary schools', 'code': '85200', 'distance': 1.0976803302764893}, {'title': 'Special schools at secondary level', 'code': '85310', 'distance': 1.09804368019104}, {'title': 'Special schools at primary and pre-primary level', 'code': '85200', 'distance': 1.101336121559143}, {'title': 'General secondary education', 'code': '85310', 'distance': 1.102034091949463}, {'title': 'Special schools at primary and pre-primary level', 'code': '85200', 'distance': 1.1062034368515015}, {'title': 'Education agent', 'code': '85600', 'distance': 1.1160306930541992}, {'title': 'Grammar schools', 'code': '85310', 'distance': 1.1197388172149658}, {'title': 'Special schools at secondary level', 'code': '85310', 'distance': 1.1225082874298096}, {'title': 'Primary, secondary and other schools construction', 'code': '41201', 'distance': 1.1293222904205322}, {'title': 'Education agent', 'code': '85600', 'distance': 1.1298903226852417}, {'title': 'Secondary modern schools', 'code': '85310', 'distance': 1.131099820137024}, {'title': 'Grammar schools', 'code': '85310', 'distance': 1.1321918964385986}, {'title': 'Primary, secondary and other schools construction', 'code': '41201', 'distance': 1.1329911947250366}, {'title': 'Education agent', 'code': '85600', 'distance': 1.1344130039215088}, {'title': 'Secondary modern schools', 'code': '85310', 'distance': 1.140258550643921}, {'title': 'Technical and vocational secondary education', 'code': '85320', 'distance': 1.1459603309631348}, {'title': 'Cultural education', 'code': '85520', 'distance': 1.1499000787734985}, {'title': 'Cultural education', 'code': '85520', 'distance': 1.1600245237350464}, {'title': 'Middle schools deemed primary', 'code': '85200', 'distance': 1.1815223693847656}, {'title': 'Pre-primary education', 'code': '85100', 'distance': 1.1850135326385498}, {'title': 'Middle schools deemed primary', 'code': '85200', 'distance': 1.1867046356201172}, {'title': 'Cultural services administration (public sector)', 'code': '84120', 'distance': 1.1877226829528809}, {'title': 'Linguistics research and experimental development', 'code': '72200', 'distance': 1.1893501281738281}, {'title': 'Language instruction and conversational skills instruction', 'code': '85590', 'distance': 1.1899553537368774}, {'title': 'Primary, secondary and other schools construction', 'code': '41201', 'distance': 1.199613332748413}, {'title': 'Educational services administration (public sector)', 'code': '84120', 'distance': 1.2078756093978882}]"
EV022067,F,-9,HOME IMPROVEMENT,,,,,Joiner,Design and fit,43320,,,MC,False,False,43.0,1,"['43320', nan, nan]",True,False,False,True,Home improvement,"[{'title': 'House building and repairing', 'code': '41202', 'distance': 0.6054093837738037}, {'title': 'Building maintenance and restoration domestic buildings', 'code': '41202', 'distance': 0.7717524766921997}, {'title': 'Joiner (construction)', 'code': '43320', 'distance': 0.8154422044754028}, {'title': 'Housesitting', 'code': '96090', 'distance': 0.8275212049484253}, {'title': 'Construction of residential buildings:', 'code': '41202', 'distance': 0.8430808186531067}, {'title': 'Other residential care activities', 'code': '87900', 'distance': 0.8487250804901123}, {'title': 'Fittings and furnishings for public houses (manufacture)', 'code': '31010', 'distance': 0.8760148286819458}, {'title': 'House building and repairing', 'code': '41202', 'distance': 0.8876052498817444}, {'title': 'Joiner (construction)', 'code': '43320', 'distance': 0.8933325409889221}, {'title': 'Development of building projects for residential buildings', 'code': '41100', 'distance': 0.9003053307533264}, {'title': 'Construction of domestic buildings', 'code': '41202', 'distance': 0.9025214314460754}, {'title': 'Local authority house building and maintenance', 'code': '41202', 'distance': 0.9197670221328735}, {'title': 'Remodelling or renovating existing residential structures', 'code': '41202', 'distance': 0.9294278621673584}, {'title': 'Care home for the elderly (non-charitable)', 'code': '87300', 'distance': 0.930852472782135}, {'title': 'General cleaning of houses or apartments', 'code': '81210', 'distance': 0.9309769868850708}, {'title': 'Road construction and repair', 'code': '42110', 'distance': 0.9377627968788147}, {'title': 'Care home for the elderly (charitable)', 'code': '87300', 'distance': 0.9383642673492432}, {'title': 'Nursing homes', 'code': '87100', 'distance': 0.9413653612136841}, {'title': 'Building maintenance and restoration commercial buildings', 'code': '41201', 'distance': 0.9500270485877991}, {'title': 'Builder and contractor for domestic buildings', 'code': '41202', 'distance': 0.9510287046432495}, {'title': 'Residential care activities for the elderly and disabled (non-charitable)', 'code': '87300', 'distance': 0.9518555998802185}, {'title': 'Residential care activities for the elderly and disabled (charitable)', 'code': '87300', 'distance': 0.9521769285202026}, {'title': 'Fittings and furnishings for shops (manufacture)', 'code': '31010', 'distance': 0.9546350240707397}, {'title': 'Residential care activities for the elderly and disabled', 'code': '87300', 'distance': 0.9589995741844177}, {'title': 'Street construction', 'code': '42110', 'distance': 0.9650208353996277}, {'title': 'Fittings and furnishings for public houses (manufacture)', 'code': '31010', 'distance': 0.9678541421890259}, {'title': 'House building and repairing', 'code': '41202', 'distance': 0.9748141765594482}, {'title': 'Home help service (non-charitable)', 'code': '88100', 'distance': 0.9831281304359436}, {'title': 'Fittings and fixtures (wholesale)', 'code': '46740', 'distance': 0.9892232418060303}, {'title': 'Housesitting', 'code': '96090', 'distance': 0.9933321475982666}, {'title': 'Housing association (building work)', 'code': '41202', 'distance': 0.9943034052848816}, {'title': 'Housing association (building work)', 'code': '41202', 'distance': 1.0020705461502075}, {'title': 'Home help service (charitable)', 'code': '88100', 'distance': 1.0036695003509521}, {'title': ""Manufacture of other builders' carpentry and joinery"", 'code': '16230', 'distance': 1.0093414783477783}, {'title': 'Builder and contractor for domestic buildings', 'code': '41202', 'distance': 1.0114002227783203}, {'title': 'Fittings and furnishings for shops (manufacture)', 'code': '31010', 'distance': 1.0145070552825928}, {'title': 'Fittings and furnishings for offices (manufacture)', 'code': '31010', 'distance': 1.0211420059204102}, {'title': 'Other residential care activities', 'code': '87900', 'distance': 1.02149498462677}, {'title': 'Home help service (non-charitable)', 'code': '88100', 'distance': 1.0232266187667847}, {'title': ""Manufacture of other builders' carpentry and joinery"", 'code': '16230', 'distance': 1.0241588354110718}, {'title': 'Janitorial services', 'code': '81210', 'distance': 1.0295839309692383}, {'title': 'Builder and contractor for domestic buildings', 'code': '41202', 'distance': 1.030257225036621}, {'title': 'Household goods hire', 'code': '77299', 'distance': 1.0361982583999634}, {'title': 'Convalescent home (public sector providing medical care)', 'code': '86101', 'distance': 1.0363837480545044}, {'title': 'House building and repairing', 'code': '41202', 'distance': 1.0411794185638428}, {'title': 'Fittings and fixtures (wholesale)', 'code': '46740', 'distance': 1.0477032661437988}, {'title': 'Joiner (construction)', 'code': '43320', 'distance': 1.0486541986465454}, {'title': 'Janitorial services', 'code': '81210', 'distance': 1.0493305921554565}, {'title': 'Fittings and furnishing for hotels (manufacture)', 'code': '31010', 'distance': 1.0513356924057007}, {'title': 'Builder and contractor for domestic buildings', 'code': '41202', 'distance': 1.0569056272506714}, {'title': 'Factory cleaning contractor', 'code': '81210', 'distance': 1.0576671361923218}, {'title': 'Fittings and furnishings for offices (manufacture)', 'code': '31010', 'distance': 1.0585461854934692}, {'title': ""Manufacture of other builders' carpentry and joinery"", 'code': '16230', 'distance': 1.0598583221435547}, {'title': 'Local authority home help service', 'code': '88100', 'distance': 1.060011863708496}, {'title': 'Local authority house building and maintenance', 'code': '41202', 'distance': 1.06288743019104}, {'title': 'Care home for the elderly (non-charitable)', 'code': '87300', 'distance': 1.0637028217315674}, {'title': 'Home help service (charitable)', 'code': '88100', 'distance': 1.0649974346160889}, {'title': 'Other residential care activities', 'code': '87900', 'distance': 1.0662354230880737}, {'title': ""Manufacture of other builders' carpentry and joinery"", 'code': '16230', 'distance': 1.0662815570831299}, {'title': 'Convalescent home (private sector providing medical care)', 'code': '86101', 'distance': 1.0696418285369873}, {'title': 'Convalescent home (public sector providing medical care)', 'code': '86101', 'distance': 1.0699694156646729}, {'title': 'Local authority house building and maintenance', 'code': '41202', 'distance': 1.0725226402282715}, {'title': 'Care home for the elderly (charitable)', 'code': '87300', 'distance': 1.0732871294021606}, {'title': 'Housesitting', 'code': '96090', 'distance': 1.0738095045089722}, {'title': 'Convalescent homes', 'code': '87100', 'distance': 1.077505350112915}, {'title': 'Nursing homes', 'code': '87100', 'distance': 1.080735445022583}, {'title': 'Household goods hire', 'code': '77299', 'distance': 1.080994725227356}, {'title': 'Care home for the elderly (local authority)', 'code': '87300', 'distance': 1.0811378955841064}, {'title': 'Joinery installation', 'code': '43320', 'distance': 1.0835697650909424}, {'title': 'Building maintenance and restoration domestic buildings', 'code': '41202', 'distance': 1.0849010944366455}, {'title': 'House furnisher (retail)', 'code': '47599', 'distance': 1.084994912147522}, {'title': 'Land and building company', 'code': '41100', 'distance': 1.0856763124465942}, {'title': 'Construction model (manufacture)', 'code': '32409', 'distance': 1.089098572731018}, {'title': 'Fittings and furnishing for hotels (manufacture)', 'code': '31010', 'distance': 1.0901738405227661}, {'title': 'Joinery installation', 'code': '43320', 'distance': 1.092537760734558}, {'title': 'Shop fitter', 'code': '43320', 'distance': 1.0925594568252563}, {'title': 'Care home for the elderly (non-charitable)', 'code': '87300', 'distance': 1.0945590734481812}, {'title': 'Road haulage contractor', 'code': '49410', 'distance': 1.095140814781189}, {'title': 'Shop fitter', 'code': '43320', 'distance': 1.0952316522598267}, {'title': 'Design office for civil and structural engineering', 'code': '71129', 'distance': 1.096309781074524}, {'title': 'Industrial design service', 'code': '71121', 'distance': 1.1010878086090088}, {'title': 'Fittings and furnishings for restaurants (manufacture)', 'code': '31010', 'distance': 1.1143310070037842}, {'title': 'Body building for motor vehicles (manufacture)', 'code': '29201', 'distance': 1.114548921585083}, {'title': 'Joiner (construction)', 'code': '43320', 'distance': 1.1187611818313599}, {'title': 'Fittings and furnishings for restaurants (manufacture)', 'code': '31010', 'distance': 1.1206427812576294}, {'title': 'Installation in buildings of fittings and fixtures n.e.c.', 'code': '43290', 'distance': 1.1263092756271362}, {'title': 'Installation of joinery', 'code': '43320', 'distance': 1.1264973878860474}, {'title': ""Builders' carpentry and joinery of metal (wholesale)"", 'code': '46730', 'distance': 1.1286125183105469}, {'title': 'Exhaust sales and fitting centre (retail)', 'code': '45320', 'distance': 1.1334260702133179}, {'title': 'Design consultant for civil and structural engineering', 'code': '71129', 'distance': 1.1399073600769043}, {'title': 'Building completion work', 'code': '43390', 'distance': 1.1407743692398071}, {'title': ""Builders' carpentry and joinery of metal (wholesale)"", 'code': '46730', 'distance': 1.1417672634124756}, {'title': 'Equipment layout and other plant design services', 'code': '71121', 'distance': 1.1423611640930176}, {'title': 'Builder and contractor for domestic buildings', 'code': '41202', 'distance': 1.1440420150756836}, {'title': 'Equipment layout and other plant design services', 'code': '71121', 'distance': 1.153612732887268}, {'title': 'Jointing (precision component) (manufacture)', 'code': '28290', 'distance': 1.1726495027542114}, {'title': 'Installation of wooden shop fittings', 'code': '43320', 'distance': 1.1738072633743286}, {'title': 'Production riser tie-back equipment (manufacture)', 'code': '28921', 'distance': 1.1748521327972412}, {'title': 'Fittings and furnishings for bars (manufacture)', 'code': '31010', 'distance': 1.1800501346588135}, {'title': ""Builders' carpentry and joinery made of wood (manufacture)"", 'code': '16230', 'distance': 1.1827492713928223}]"
